timestamp,sumOpenInterest,sumOpenInterestValue
2025-07-05 17:00:00,79812.25700000,8624532052.07372000
2025-07-05 18:00:00,79815.52000000,8623659876.84800000
2025-07-05 19:00:00,79752.24400000,8608717754.18867100
2025-07-05 20:00:00,79715.22700000,8616594259.92940000
2025-07-05 21:00:00,79410.61500000,8579601345.44570100
2025-07-05 22:00:00,79342.32900000,8571839317.93596700
2025-07-05 23:00:00,79365.81600000,8582341549.51880550
2025-07-06 00:00:00,79294.58300000,8575978753.03220000
2025-07-06 01:00:00,79357.19900000,8583211158.08080000
2025-07-06 02:00:00,79396.22400000,8587633621.34015750
2025-07-06 03:00:00,79363.34100000,8571256208.71627700
2025-07-06 04:00:00,79404.59200000,8575398396.10978900
2025-07-06 05:00:00,79404.63500000,8570623797.34961100
2025-07-06 06:00:00,79341.60500000,8564271569.90901300
2025-07-06 07:00:00,79227.66900000,8562363949.07010000
2025-07-06 08:00:00,79168.08500000,8549472334.46900000
2025-07-06 09:00:00,79173.84800000,8547062330.52880000
2025-07-06 10:00:00,78959.00900000,8511533178.39755500
2025-07-06 11:00:00,78590.90800000,8482782746.16148900
2025-07-06 12:00:00,78570.22500000,8486951421.91500000
2025-07-06 13:00:00,78676.06600000,8512297617.23799500
2025-07-06 14:00:00,78485.07600000,8532340218.68040000
2025-07-06 15:00:00,79003.62300000,8601815828.20176700
2025-07-06 16:00:00,79288.50200000,8630619917.77808400
2025-07-06 17:00:00,79314.37200000,8629228527.35091200
2025-07-06 18:00:00,79265.67900000,8629274948.90308600
2025-07-06 19:00:00,78894.46700000,8554053690.00800000
2025-07-06 20:00:00,78748.63500000,8543803109.72368200
2025-07-06 21:00:00,78675.18700000,8545058192.51649900
2025-07-06 22:00:00,77557.97400000,8466532281.06109900
2025-07-06 23:00:00,77940.47700000,8509907599.10190000
2025-07-07 00:00:00,77925.43900000,8505234380.00620000
2025-07-07 01:00:00,78042.27700000,8489329632.87220000
2025-07-07 02:00:00,78224.70900000,8524390084.42557400
2025-07-07 03:00:00,78904.52100000,8625463557.80009000
2025-07-07 04:00:00,79301.23000000,8671502269.14700000
2025-07-07 05:00:00,79140.20400000,8631291810.91320000
2025-07-07 06:00:00,79215.00400000,8636739002.28885000
2025-07-07 07:00:00,79317.77700000,8624478567.54787000
2025-07-07 08:00:00,79298.29300000,8644798569.34660000
2025-07-07 09:00:00,79752.05500000,8689895565.67700000
2025-07-07 10:00:00,80150.88100000,8720363062.69983500
2025-07-07 11:00:00,79963.04700000,8686835014.10167300
2025-07-07 12:00:00,79913.11200000,8678555971.88880000
2025-07-07 13:00:00,79384.26000000,8597347111.70400000
2025-07-07 14:00:00,79152.50000000,8586719724.36209100
2025-07-07 15:00:00,79028.30900000,8548193210.41547300
